Chapter,Verse,Shloka,EngMeaning,Yoga_Type
6,30,"यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति |
तस्याहं न प्रणश्यामि स च मे न प्रणश्यति ||६-३०||","6.30 He who sees Me everywhere and sees everything in Me, he never becomes separated from Me, nor do I become separated from him.",Bhakti Yoga
6,31,"सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः |
सर्वथा वर्तमानोऽपि स योगी मयि वर्तते ||६-३१||","6.31 He who, being established in unity, worships Me Who dwells in all beings, that Yogi abides in Me, whatever may be his mode of living.",Bhakti Yoga
6,32,"आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |
सुखं वा यदि वा दुःखं स योगी परमो मतः ||६-३२||","6.32 He who, through the likeness of the Self, O Arjuna, sees eality everywhere, be it pleasure or pain, he is regarded as the highest Yogi.",Bhakti Yoga
6,33,"अर्जुन उवाच |
योऽयं योगस्त्वया प्रोक्तः साम्येन मधुसूदन |
एतस्याहं न पश्यामि चञ्चलत्वात्स्थितिं स्थिराम् ||६-३३||","6.33 Arjuna said  This Yoga of eanimity taught by Thee, O Krishna, I do not see its steady continuance, because of the restlessness (of the mind).",Bhakti Yoga
6,34,"चञ्चलं हि मनः कृष्ण प्रमाथि बलवद् दृढम् |
तस्याहं निग्रहं मन्ये वायोरिव सुदुष्करम् ||६-३४||","6.34 The mind verily is restless, turbulent, strong and unyielding, O Krishna: I deem it as difficult to control it as to control the wind.",Bhakti Yoga
6,35,"श्रीभगवानुवाच |
असंशयं महाबाहो मनो दुर्निग्रहं चलम् |
अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते ||६-३५||","6.35 The Blessed Lord said  Undoubtedly, O mighty-armed Arjuna, the mind is difficult to control and restless; but by practice and by dispassion it may be restrained.",Bhakti Yoga
6,36,"असंयतात्मना योगो दुष्प्राप इति मे मतिः |
वश्यात्मना तु यतता शक्योऽवाप्तुमुपायतः ||६-३६||","6.36 I think Yoga is hard to be attained by one of uncontrolled self, but the self-controlled and striving one can attain to it by the (proper) means.",Jnana Yoga
6,37,"अर्जुन उवाच |
अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |
अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति ||६-३७||","6.37 Arjuna said  He who is unable to control himself though he has the faith, and whose mind wanders away from Yoga, what end does he, having failed to attain perfection in Yoga, mee,t O Krishna?",Bhakti Yoga
6,38,"कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति |
अप्रतिष्ठो महाबाहो विमूढो ब्रह्मणः पथि ||६-३८||",Swami Sivananda did not comment on this sloka,Bhakti Yoga
6,39,"एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषतः |
त्वदन्यः संशयस्यास्य छेत्ता न ह्युपपद्यते ||६-३९||","6.39 This doubt of mine, O Krishna, do Thou dispel completely; because it is not possible for any but Thee to dispel this doubt.",Bhakti Yoga
6,40,"श्रीभगवानुवाच |
पार्थ नैवेह नामुत्र विनाशस्तस्य विद्यते |
न हि कल्याणकृत्कश्चिद् दुर्गतिं तात गच्छति ||६-४०||","6.40 The Blessed Lord said  O Arjuna, neither in this world, nor in the next world is there destruction for him; none, verily, who does good, O My son, ever comes to grief.",Bhakti Yoga
6,41,"प्राप्य पुण्यकृतां लोकानुषित्वा शाश्वतीः समाः |
शुचीनां श्रीमतां गेहे योगभ्रष्टोऽभिजायते ||६-४१||","6.41 Having attained to the worlds of the righteous and having dwelt there for everlasting years, he who fell from Yoga is rorn in a house of the pure and wealthy.",Bhakti Yoga
6,42,"अथवा योगिनामेव कुले भवति धीमताम् |
एतद्धि दुर्लभतरं लोके जन्म यदीदृशम् ||६-४२||",6.42 Or he is born in a family of even the wise Yogis; verily a birth like this is very difficult to obtain in this world.,Jnana Yoga
6,43,"तत्र तं बुद्धिसंयोगं लभते पौर्वदेहिकम् |
यतते च ततो भूयः संसिद्धौ कुरुनन्दन ||६-४३||","6.43 Thee he comes in touch with the knowledge acired in his former body and strives more than before for perfection, O Arjuna.",Bhakti Yoga
6,44,"पूर्वाभ्यासेन तेनैव ह्रियते ह्यवशोऽपि सः |
जिज्ञासुरपि योगस्य शब्दब्रह्मातिवर्तते ||६-४४||",6.44 By that very former practice he is borne on in spite of himself. Even he who merely wishes to know Yoga goes beyond the Brahmic word.,Bhakti Yoga
